review_id,tanggal,username,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
AO000103,Tidak ada tanggal,Syhandoz,"MaanTuul....
Pesanan sudah sampai.....
Respon dan pengiriman cepat...
Makasih....",maantuul pesan respon kirim cepat makasih,Baju Kaos Pria Lengan Pendek Spirit T-Shrt Distro Keren,Varian: Pirates Yellow - XXL,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/1/28/efd575e7-a3a9-4923-95c0-2c97ce5ddad9.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/1/28/01f248a7-99cb-4fb4-8c52-b914227c87fe.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/1/28/7acae658-f485-47b9-bd29-be0316ac2398.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/1/28/36f42587-c621-462b-9114-8f17d5043a1d.jpg.webp?ect=4g",AO000103.jpg,5,Positive,1
AO000168,Tidak ada tanggal,anang,"Tipis bgt ternyata, ada tambahan lubang",tipis bgt tambah lubang,Baju Kaos Pria Lengan Pendek Spirit T-Shrt Distro Keren,Varian: Coksu - L,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/8/9/de664eb3-3bea-4541-91a4-5dbcea038513.jpg.webp?ect=4g,AO000168.jpg,4,Positive,1
AO000175,Tidak ada tanggal,J***n,Tinggi badan 171 - 180 cm Berat badan > 80 kg Ukurannya pas,badan berat badan ukur pas,Baju Kaos Pria Lengan Pendek Spirit T-Shrt Distro Keren,Varian: Pirates Blue - XXL,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/7/15/d8fb1277-f4b0-4cec-b2f7-f8beb8fb0571.jpg.webp?ect=4g,AO000175.jpg,5,Positive,1
AP000003,Tidak ada tanggal,K***z,"Suka bnget sama bajunyaa, kualitasnya bguss,sablon juga juga bguss,gak kecewa lahh pokoknyaaa🥰",suka bnget bajunyaa kualitas bgusssablon bgussgak kecewa lahh pokoknyaaa,Kaos Costum Bucin FAVORITE PERSON Bisa Ganti foto dan nama Pasangan atau nama sendiri COD Pria dan Wanita,Varian: HITAM - XL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/ef8d207e0c9d45aeae97218badd41ec2.webp?ect=4g,AP000003.jpg,5,Positive,1
AP000014,Tidak ada tanggal,F***n,Mayan lah saya lupa kasih ig nya sama namanya di belakangnya 🗿,mayan lupa kasih nya nama belakang,Kaos Costum Bucin FAVORITE PERSON Bisa Ganti foto dan nama Pasangan atau nama sendiri COD Pria dan Wanita,Varian: HITAM - XXL,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b6070dd9acf7490f9849c67260a54d3d.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/f67f50f2731140ada8c41f756fbd1894.webp?ect=4g",AP000014.jpg,4,Positive,1
AP000193,Tidak ada tanggal,T***S,"Warna: sesuai 
Ukuran: sesuai banget 
Kualitas bordiran nya bagus banget, respon penjualnya juga cepat dan apa yang kita tanyakan semua dijawab dengan baik thank you 🙏🏽",warna sesuai ukur sesuai banget kualitas bordir nya bagus banget respon jual cepat thank you,Kaos Costum Bucin FAVORITE PERSON Bisa Ganti foto dan nama Pasangan atau nama sendiri COD Pria dan Wanita,Varian: HITAM - M,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/7127e3d9b6054478bc2855099dd42895.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/dcc78e45ad044354a49f892fb1ef4b47.webp?ect=4g",AP000193.jpg,5,Positive,1
AP000196,Tidak ada tanggal,I***1,allhamdulillah sesuai pesanan,allhamdulillah sesuai pesan,Kaos Costum Bucin FAVORITE PERSON Bisa Ganti foto dan nama Pasangan atau nama sendiri COD Pria dan Wanita,Varian: HITAM - L,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/377c169f949c4563a74290d174645fe0.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b330fa916b01497989875e2e1d88b7ee.webp?ect=4g",AP000196.jpg,5,Positive,1
AQ000068,Tidak ada tanggal,D***t,Baguss sesuai gambar,baguss sesuai gambar,Kaos putih Lengan Pendek Vintage/Loose short sleeve T-shirt woman/Round neck oversize Baju/baju atasan wanita terbaru/Polos basic bermotif letter kekinian santa,Varian: putih (letter) - XL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/55c77cf0404f4ab9926b0f7bdc9fafad.webp?ect=4g,AQ000068.jpg,5,Positive,1
AQ000093,Tidak ada tanggal,A***i,cakep,cakep,Kaos putih Lengan Pendek Vintage/Loose short sleeve T-shirt woman/Round neck oversize Baju/baju atasan wanita terbaru/Polos basic bermotif letter kekinian santa,Varian: putih (letter) - XL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4e513787afe841b2bc31d1c165a21038.webp?ect=4g,AQ000093.jpg,5,Positive,1
AR000204,Tidak ada tanggal,C***x,Kaosnya bagus halus bahannya adem aq suka mau cek out lagi,kaos bagus halus bahan adem suka cek out,Kaos Oblong Wanita/Bahan Spandek Distro Printing Premium/Lengan Pendek/Atasan/Baju Kasual/T-shirt,Varian: LIME - M,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/f8393d037a9e4a1eba39926bdcef48fb.webp?ect=4g,AR000204.jpg,5,Positive,1
AR000322,Tidak ada tanggal,C***i,"Imut dan lucu kaosnya bahannya lembut adem,kayanya aku bakal CO lagi deh
Makasihhh....",imut lucu kaos bahan lembut ademkayanya deh makasihhh,Kaos Oblong Wanita/Bahan Spandek Distro Printing Premium/Lengan Pendek/Atasan/Baju Kasual/T-shirt,Varian: POLOSAN OLIVE - M,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4d31b8fca4a045c39598da5e0e73b3e1.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b7125447c3ee4609976babf1c32b0f82.webp?ect=4g",AR000322.jpg,5,Positive,1
AR000391,Tidak ada tanggal,X***k,"Alhmdulilah akhirnya pktku SDH dtang,,trima ksih seler bner* puas dgn brgnya,,bgus sesuai warna dn ukuranya jg pas di bdnku,,,warna jg sesuai...semoga amnh terus ya😌",alhmdulilah pktku sdh dtangtrima ksih seler bner puas dgn brgnyabgus sesuai warna ukuranya pas bdnkuwarna sesuaisemoga amnh,Kaos Oblong Wanita/Bahan Spandek Distro Printing Premium/Lengan Pendek/Atasan/Baju Kasual/T-shirt,Varian: LIME - M,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/5f571e8c904d49908a80fc3011d4c7bb.webp?ect=4g,AR000391.jpg,5,Positive,1
AU000101,Tidak ada tanggal,K***b,Bagus banget,bagus banget,Kaos polo lengan pendek pria V-neck waffle premium baju distro terbaru Atasan Kerah Dewasa Cowok,Varian: Biru - mocca - putih - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/307b8e2684f14aec90e28fa4cc4e17d2.webp?ect=4g,AU000101.jpg,5,Positive,1
AU000103,Tidak ada tanggal,N***u,"-Barang dipacking dengan sangat baik.
-Kecepatan pengiriman terbilang cepat.
-Kualitas produk terjamin bagus. 
-Respon penjual sangat baik.

 Overall Recommended Seller,...",barang dipacking cepat kirim bilang cepat kualitas produk jamin bagus respon jual overall recommended seller,Kaos polo lengan pendek pria V-neck waffle premium baju distro terbaru Atasan Kerah Dewasa Cowok,Varian: Abumuda - biru - mocca - XXL,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/6e986e9311694733bd9f15ac6e3ca90b.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/e670a1172de248108ecbf5b961e78fac.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/fe34c02e6bc84295bbb3e7285b995200.webp?ect=4g",AU000103.jpg,5,Positive,1
AV000031,Tidak ada tanggal,Francis,"Terima kasih, very neat shirt, I like the style",terima kasih very neat shirt like the style,Baju Kaos Polo Shirt Dewasa Stripe Pria Kerah Katun,Varian: BLACK - L (LD 108 CM),https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/7aeb2b80d79f48fda1fb5eb63fe1e505~.webp?ect=4g,AV000031.jpg,5,Positive,1
AX000042,Tidak ada tanggal,J***c,"Baguuss, sesuai dgn foto, pengiriman cepat, bahan cukup bagus",baguuss sesuai dgn foto kirim cepat bahan bagus,Kaos stripe medium kombinasi salur pria wanita,Varian: Md navy coklat putih - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/176c5d0d76be4ba4bd7fce42972d098b.webp?ect=4g,AX000042.jpg,5,Positive,1
AX000043,Tidak ada tanggal,M***t,"Baguuss, sesuai dgn foto, pengiriman cepat, bahan cukup bagus",baguuss sesuai dgn foto kirim cepat bahan bagus,Kaos stripe medium kombinasi salur pria wanita,Varian: Md hitam abu putih - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/7665b20af2ec4c5b911682b7e9af0b5a.webp?ect=4g,AX000043.jpg,5,Positive,1
AX000102,Tidak ada tanggal,K***g,"bagus
lumayan tebal di harga sgitu
tpi rupane agak blur",bagus lumayan tebal harga sgitu tpi rupane blur,Kaos stripe medium kombinasi salur pria wanita,Varian: Md navy coklat putih - L,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/0237518f379d4677b34fed95c249ae45.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/bf6ae70628f247b2a774d85b432dcdac.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/dc7148012c844925ae3d672b0190aca0.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/442502a3620c46fdb4ed86cda5268ff9.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/89c24fbd4da44ce9851d87ca871d986e.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/95fda532c3f7417b8dfa08dfc967ca30.webp?ect=4g",AX000102.jpg,4,Positive,1
AZ000011,Tidak ada tanggal,E***j,"Bahan nya bagus adem dipakai motifnya cakep jahitan rapi harga murcee, pengiriman juga cepat makasih kak👍",bahan nya bagus adem pakai motif cakep jahit rapi harga murcee kirim cepat makasih kak,kemeja kotak kotak lengan pendek pria katun formal Casual,Varian: kaos polos - XL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/87c662465b994d81810288408546ebaf.webp?ect=4g,AZ000011.jpg,5,Positive,1
AZ000014,Tidak ada tanggal,U***i,"Kemejanya bagus banget, motif kotak-kotaknya keren, bahan adem dipakai, dan lengan pendeknya pas jadi nyaman buat sehari-hari makasih yaa",kemeja bagus banget motif kotakkotaknya keren bahan adem pakai lengan pendek pas nyaman seharihari makasih yaa,kemeja kotak kotak lengan pendek pria katun formal Casual,Varian: kaos polos - M,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d5605933f7124583a22fe587768c9936.webp?ect=4g,AZ000014.jpg,5,Positive,1
B000046,Tidak ada tanggal,I***t,Nyaman dipakai dan bagus,nyaman pakai bagus,HANESA FASHION kaos Paket 6 PCS Kaos Polos 24s 200gsm Soft Handfeel,Varian: 3pcs hitam 3 pcs putih - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/1abbaec00db24d10a83cf96551f13d85.webp?ect=4g,B000046.jpg,5,Positive,1
B000154,Tidak ada tanggal,I***i,Sangat bagus untuk harian di rumah dan sebagai dalaman jaket,bagus hari rumah dalam jaket,HANESA FASHION kaos Paket 6 PCS Kaos Polos 24s 200gsm Soft Handfeel,Varian: 3pcs hitam 3 pcs putih - L,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4e14207b92b94004a655cee5ad3d7240.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/29c55be9f00e44e38a9f580e54e9339e.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/40b82b25dddc444482f2d4b226b3cd37.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/636f55d7fc494d39a685c73460777265.webp?ect=4g",B000154.jpg,5,Positive,1
B000262,Tidak ada tanggal,L***c,Sesuai pesanan,sesuai pesan,HANESA FASHION kaos Paket 6 PCS Kaos Polos 24s 200gsm Soft Handfeel,Varian: 3 pcs warna terang 3 pcs warna gelap - M,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/82fb2abcf68d4f078513f90072a0c39f.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/3c5dbbec15884e1284057b14b818d9f2.webp?ect=4g",B000262.jpg,5,Positive,1
BB000316,Tidak ada tanggal,T***S,Sesuai 100%,sesuai,BROGUY Kemeja Koko Pria Dewasa Lengan Pendek Ziyad,Varian: Black - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/bc6a8d63ab2d44e0ab10ccf44b3e1e5c.webp?ect=4g,BB000316.jpg,5,Positive,1
BB000384,Tidak ada tanggal,A***d,Bagus sekali senang berbelanja disini sesuai dan pas 2x sudah,bagus senang belanja sesuai pas,BROGUY Kemeja Koko Pria Dewasa Lengan Pendek Ziyad,Varian: Black - L,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/3/23/83e7b84b-5980-47ac-b753-14d0b5ed12f4.jpg.webp?ect=4g,BB000384.jpg,5,Positive,1
BC000062,Tidak ada tanggal,a***i,"bagus, gercep, kendala di ekspedisi aza karena alamat saya kurang lengkap",bagus gercep kendala ekspedisi aza alamat lengkap,BROGUY Flexitee Oversize T-Shirt Pria Stretch & Tebal,Varian: Green - XXL,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/a0c11a0a3b5e423895a9cb384d7039ce~.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/de73e4d5256048d586782e45ffd1cbbc~.webp?ect=4g",BC000062.jpg,4,Positive,1
BC000141,Tidak ada tanggal,P***m,"Bagus kualitas nya oke tokoh nya jujur,,, cuman saya pesan xl agak kebesaran dikit",bagus kualitas nya oke tokoh nya jujur cuman pesan besar dikit,BROGUY Flexitee Oversize T-Shirt Pria Stretch & Tebal,Varian: Caramel - XL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/53cb161adc304bddaffdaf42c49f9d6b.webp?ect=4g,BC000141.jpg,4,Positive,1
BC000173,Tidak ada tanggal,Firman,bagus,bagus,BROGUY Flexitee Oversize T-Shirt Pria Stretch & Tebal,Varian: Khaki - M,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/3bcbeef0199740bab3ca2eb667d974d1~.webp?ect=4g,BC000173.jpg,5,Positive,1
BC000203,Tidak ada tanggal,X***w,Bagus dan sesuai harga 👍🏻,bagus sesuai harga,BROGUY Flexitee Oversize T-Shirt Pria Stretch & Tebal,Varian: Khaki - XL,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/6fa208a411c349e999419ed95c68494e.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/f15578c70dd24c14a3013c6a829b77cc.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/dadbf2a166a54e70b298fb25b64befe8.webp?ect=4g",BC000203.jpg,5,Positive,1
BC000301,Tidak ada tanggal,N***c,"BAGUSSS GILAAAAAAAA DILUAR EKSPEKTASI ENAKEUN PARAHHH, lope sekebon buat host Jeje💚💚💚",bagusss gilaaaaaaaa luar ekspektasi enakeun parahhh lope kebon host jeje,BROGUY Flexitee Oversize T-Shirt Pria Stretch & Tebal,Varian: Green - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/726f3e3f45604c979924ad6c62bd8400.webp?ect=4g,BC000301.jpg,5,Positive,1
BD000181,Tidak ada tanggal,a***s,Barang bagus berat 63 ukuran M pas,barang bagus berat ukur pas,BROGUY Kaos Polos Waffle Lengan Pendek Pria Strecth & Nyaman,Varian: Brown - M,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/855f8154c91b4173b1ab6b5a111ff946.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/6340d6f51a0d410292f6c28e8e616ec9.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/649ca14bb5954a90a4523b4bdb92a60c.webp?ect=4g",BD000181.jpg,5,Positive,1
BD000389,Tidak ada tanggal,N***o,"Keren. N murah. Mungkin harusnya XL. Kepala agak sesak masuknya. Tp mungkin juga mmg gitu n malah bagus. Nanti melar sendiri. Selain itu semua bagus, fit dibadan..
Kualit...",keren murah kepala sesak masuk mmg gitu bagus melar bagus fit bad alit,BROGUY Kaos Polos Waffle Lengan Pendek Pria Strecth & Nyaman,Varian: Chestnut - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d60dfc5e29a24052940513f0a1c890e6.webp?ect=4g,BD000389.jpg,5,Positive,1
